categoryid,parentid,level,name,avg_age,preferred_platform,engagement_score,full_path
505,334,Sub-Category,1016,21,edX,92.19539551995695,NA > NA > NA > NA > NA
831,335,Sub-Category,1016,18,UpGrad,90.79102228861302,NA > NA > NA > NA
1298,335,Sub-Category,1016,19,edX,5.838271509855986,NA > NA > NA > NA
1400,335,Sub-Category,1016,23,edX,53.10255195945501,NA > NA > NA > NA
1686,335,Sub-Category,1016,24,UpGrad,28.987749689258635,NA > NA > NA > NA
31,336,Sub-Category,1016,26,UpGrad,92.14795688167214,NA > NA > NA > NA
1381,336,Sub-Category,1016,21,edX,94.78150480426848,NA > NA > NA > NA
1590,336,Sub-Category,1016,26,Coursera,23.571955575607717,NA > NA > NA > NA
1074,339,Sub-Category,1016,40,edX,96.23935383278877,NA > NA > NA > NA
1471,339,Sub-Category,1016,26,UpGrad,39.68433570116758,NA > NA > NA > NA
1685,339,Sub-Category,1016,25,UpGrad,3.019938012585044,NA > NA > NA > NA
373,340,Sub-Category,1016,28,UpGrad,0.878401636146009,NA > NA > NA > NA > NA
699,340,Sub-Category,1016,21,edX,41.822909587062895,NA > NA > NA > NA > NA
1626,340,Sub-Category,1016,31,Coursera,15.115076815709472,NA > NA > NA > NA > NA
424,341,Sub-Category,1016,23,edX,49.68885234557092,NA > NA > NA > NA > NA
643,346,Sub-Category,1016,24,Coursera,51.549515197984874,NA > NA > NA > NA
826,346,Sub-Category,1016,18,UpGrad,11.96174316573888,NA > NA > NA > NA
9,351,Sub-Category,1016,19,Coursera,15.39508388377726,NA > NA > NA
21,351,Sub-Category,1016,40,edX,80.1205355906859,NA > NA > NA
102,351,Sub-Category,1016,32,UpGrad,36.075915838591754,NA > NA > NA
119,351,Sub-Category,1016,25,edX,68.61963542178273,NA > NA > NA
161,351,Sub-Category,1016,30,Coursera,60.016702534630895,NA > NA > NA
199,351,Sub-Category,1016,23,UpGrad,68.08083443902433,NA > NA > NA
405,351,Sub-Category,1016,34,UpGrad,66.4490187773481,NA > NA > NA
639,351,Sub-Category,1016,19,edX,20.24450122844428,NA > NA > NA
946,351,Sub-Category,1016,20,Coursera,34.96170649304986,NA > NA > NA
1026,351,Sub-Category,1016,30,edX,87.62963251210749,NA > NA > NA
1063,351,Sub-Category,1016,25,UpGrad,74.5020444272086,NA > NA > NA
1124,351,Sub-Category,1016,39,edX,38.446540758013725,NA > NA > NA
1239,351,Sub-Category,1016,18,Coursera,99.60706017445773,NA > NA > NA
1270,351,Sub-Category,1016,30,Coursera,70.11175900697708,NA > NA > NA
1447,351,Sub-Category,1016,20,Coursera,48.23693099897355,NA > NA > NA
1499,351,Sub-Category,1016,25,edX,54.66829710640013,NA > NA > NA
1562,351,Sub-Category,1016,30,UpGrad,78.51690794341266,NA > NA > NA
1570,351,Sub-Category,1016,30,UpGrad,68.33979969378561,NA > NA > NA
1633,351,Sub-Category,1016,40,edX,6.1764470767229795,NA > NA > NA
1550,359,Sub-Category,1016,24,UpGrad,33.16236040554941,NA > NA > NA
111,362,Sub-Category,1016,23,edX,32.441645907238126,NA > NA > NA
221,362,Sub-Category,1016,35,edX,62.49909435864538,NA > NA > NA
246,362,Sub-Category,1016,37,Coursera,25.68709352053702,NA > NA > NA
271,362,Sub-Category,1016,25,Coursera,38.309112936258316,NA > NA > NA
273,362,Sub-Category,1016,34,UpGrad,35.36178623326123,NA > NA > NA
278,362,Sub-Category,1016,26,Coursera,91.39581031631678,NA > NA > NA
301,362,Sub-Category,1016,27,edX,9.516016696579754,NA > NA > NA
350,362,Sub-Category,1016,35,UpGrad,83.58886414207518,NA > NA > NA
492,362,Sub-Category,1016,24,edX,32.20165930688381,NA > NA > NA
508,362,Sub-Category,1016,23,UpGrad,23.625986091792583,NA > NA > NA
512,362,Sub-Category,1016,39,Coursera,1.9197148503735662,NA > NA > NA
518,362,Sub-Category,1016,31,Coursera,64.94223745539784,NA > NA > NA
598,362,Sub-Category,1016,30,UpGrad,95.1037178048864,NA > NA > NA
674,362,Sub-Category,1016,28,edX,0.4489829298108816,NA > NA > NA
741,362,Sub-Category,1016,26,UpGrad,26.68697510380298,NA > NA > NA
952,362,Sub-Category,1016,27,Coursera,83.59926629345864,NA > NA > NA
1069,362,Sub-Category,1016,25,edX,75.85010067559779,NA > NA > NA
1304,362,Sub-Category,1016,39,Coursera,78.82025991566479,NA > NA > NA
1342,362,Sub-Category,1016,18,UpGrad,69.44947708398104,NA > NA > NA
1419,362,Sub-Category,1016,28,UpGrad,11.331696179695427,NA > NA > NA
1432,362,Sub-Category,1016,31,edX,13.469473272562027,NA > NA > NA
1577,362,Sub-Category,1016,38,Coursera,49.68481627292931,NA > NA > NA
404,369,Sub-Category,1016,32,UpGrad,63.86049254797399,NA > NA > NA > NA
651,369,Sub-Category,1016,21,UpGrad,87.563406676054,NA > NA > NA > NA
802,369,Sub-Category,1016,28,Coursera,67.73945263121277,NA > NA > NA > NA
975,369,Sub-Category,1016,28,Coursera,74.64866354130208,NA > NA > NA > NA
504,378,Sub-Category,1016,39,UpGrad,92.0128696365282,NA > NA
542,378,Sub-Category,1016,19,Coursera,78.53575719054788,NA > NA
727,378,Sub-Category,1016,39,UpGrad,8.017747569829226,NA > NA
810,378,Sub-Category,1016,35,Coursera,87.55975535605103,NA > NA
894,378,Sub-Category,1016,25,Coursera,7.957166945561767,NA > NA
967,378,Sub-Category,1016,35,UpGrad,34.48136581573635,NA > NA
1268,378,Sub-Category,1016,28,UpGrad,28.537519951350987,NA > NA
1416,378,Sub-Category,1016,35,Coursera,42.68491368275136,NA > NA
1696,378,Sub-Category,1016,25,UpGrad,20.310240145772696,NA > NA
47,381,Sub-Category,1016,40,Coursera,62.24346735980362,NA > NA > NA
106,381,Sub-Category,1016,32,edX,87.12251984979957,NA > NA > NA
112,381,Sub-Category,1016,34,UpGrad,94.2634783918038,NA > NA > NA
205,381,Sub-Category,1016,18,UpGrad,13.936589984223247,NA > NA > NA
274,381,Sub-Category,1016,21,UpGrad,95.51762621849775,NA > NA > NA
623,381,Sub-Category,1016,39,UpGrad,82.86296487785876,NA > NA > NA
861,381,Sub-Category,1016,37,UpGrad,51.62950986996293,NA > NA > NA
1132,381,Sub-Category,1016,32,Coursera,44.592231209389865,NA > NA > NA
1177,381,Sub-Category,1016,31,edX,12.194785429164767,NA > NA > NA
1586,381,Sub-Category,1016,30,Coursera,65.04089052323252,NA > NA > NA
62,383,Sub-Category,1016,28,edX,9.980751504190266,NA > NA > NA > NA
800,383,Sub-Category,1016,23,UpGrad,90.04723539110273,NA > NA > NA > NA
918,383,Sub-Category,1016,20,UpGrad,70.3973850235343,NA > NA > NA > NA
1609,383,Sub-Category,1016,37,Coursera,3.8515416206791997,NA > NA > NA > NA
116,384,Sub-Category,1016,39,Coursera,67.41350772790611,NA > NA > NA
568,384,Sub-Category,1016,25,UpGrad,23.195428913459182,NA > NA > NA
805,384,Sub-Category,1016,28,edX,33.4529961226508,NA > NA > NA
955,384,Sub-Category,1016,21,UpGrad,30.690840212628245,NA > NA > NA
1458,384,Sub-Category,1016,26,edX,73.41782408766448,NA > NA > NA
1505,384,Sub-Category,1016,38,UpGrad,85.09093436878175,NA > NA > NA
1637,384,Sub-Category,1016,32,Coursera,81.12879558466375,NA > NA > NA
519,385,Sub-Category,1016,20,edX,5.534961982630193,NA > NA > NA > NA
1030,385,Sub-Category,1016,35,edX,9.38095897436142,NA > NA > NA > NA
1425,385,Sub-Category,1016,39,UpGrad,99.77654190734029,NA > NA > NA > NA
1592,393,Sub-Category,1016,30,Coursera,62.32168124988675,NA > NA > NA > NA
1653,393,Sub-Category,1016,25,Coursera,34.82367934193462,NA > NA > NA > NA
561,395,Sub-Category,1016,24,UpGrad,23.767573526129127,NA > NA
603,395,Sub-Category,1016,22,edX,30.9992486378178,NA > NA
663,395,Sub-Category,1016,28,Coursera,82.37028168514371,NA > NA
761,395,Sub-Category,1016,36,Coursera,7.572065526619554,NA > NA
1200,395,Sub-Category,1016,30,UpGrad,67.4181536771357,NA > NA
1257,395,Sub-Category,1016,36,UpGrad,21.912991674616933,NA > NA
1278,395,Sub-Category,1016,38,edX,97.60734285227954,NA > NA
1615,395,Sub-Category,1016,24,edX,62.37873686477542,NA > NA
1621,395,Sub-Category,1016,27,Coursera,64.0372607158497,NA > NA
178,399,Sub-Category,1016,35,Coursera,48.538073152303696,NA > NA > NA > NA
1075,399,Sub-Category,1016,18,Coursera,84.11037747282535,NA > NA > NA > NA
1469,399,Sub-Category,1016,23,UpGrad,10.478644585236907,NA > NA > NA > NA
1682,399,Sub-Category,1016,27,UpGrad,85.30236983206123,NA > NA > NA > NA
841,400,Sub-Category,1016,37,UpGrad,52.50880345702171,NA > NA > NA > NA
1128,400,Sub-Category,1016,27,edX,28.826337633654475,NA > NA > NA > NA
715,402,Sub-Category,1016,31,edX,1.960210083052516,NA > NA > NA > NA
1037,402,Sub-Category,1016,25,Coursera,47.085494827479124,NA > NA > NA > NA
1165,402,Sub-Category,1016,27,Coursera,17.5490164430812,NA > NA > NA > NA
1095,409,Sub-Category,1016,20,Coursera,53.59670729376376,NA > NA > NA
1383,409,Sub-Category,1016,32,edX,73.75980010256171,NA > NA > NA
1511,409,Sub-Category,1016,28,edX,41.112092859111726,NA > NA > NA
1667,409,Sub-Category,1016,35,Coursera,56.863904697820544,NA > NA > NA
38,418,Sub-Category,1016,33,UpGrad,9.46442186832428,NA > NA > NA
214,418,Sub-Category,1016,24,Coursera,59.71903128083795,NA > NA > NA
243,418,Sub-Category,1016,29,UpGrad,25.47338493168354,NA > NA > NA
697,418,Sub-Category,1016,25,edX,46.4541797991842,NA > NA > NA
743,418,Sub-Category,1016,31,UpGrad,99.61724283639342,NA > NA > NA
913,418,Sub-Category,1016,38,Coursera,29.751164582557976,NA > NA > NA
1235,418,Sub-Category,1016,29,edX,46.786827803589404,NA > NA > NA
1658,418,Sub-Category,1016,20,edX,75.89808371849358,NA > NA > NA
138,426,Sub-Category,1016,27,Coursera,46.926287189126015,NA > NA > NA > NA
535,426,Sub-Category,1016,31,UpGrad,42.23131674807519,NA > NA > NA > NA
569,426,Sub-Category,1016,33,Coursera,87.83071776852012,NA > NA > NA > NA
714,426,Sub-Category,1016,25,edX,22.082782885991037,NA > NA > NA > NA
950,426,Sub-Category,1016,19,edX,48.10773425269872,NA > NA > NA > NA
971,426,Sub-Category,1016,27,Coursera,33.51160374004394,NA > NA > NA > NA
1108,426,Sub-Category,1016,27,UpGrad,56.598647870123386,NA > NA > NA > NA
1260,426,Sub-Category,1016,23,UpGrad,86.99454455636442,NA > NA > NA > NA
1401,426,Sub-Category,1016,30,edX,26.90884517505765,NA > NA > NA > NA
362,431,Sub-Category,1016,25,UpGrad,3.825873346067965,NA > NA
1009,431,Sub-Category,1016,22,UpGrad,79.19871027115732,NA > NA
1259,431,Sub-Category,1016,27,Coursera,15.314578986726701,NA > NA
530,432,Sub-Category,1016,40,edX,27.93508591130376,NA > NA > NA > NA
1328,432,Sub-Category,1016,26,Coursera,12.009610165841877,NA > NA > NA > NA
1403,440,Sub-Category,1016,28,Coursera,8.163063786923885,NA > NA > NA
1491,440,Sub-Category,1016,27,UpGrad,37.041303189471364,NA > NA > NA
867,441,Sub-Category,1016,33,edX,84.83279275242239,NA > NA > NA > NA
1276,441,Sub-Category,1016,29,Coursera,4.535320959985256,NA > NA > NA > NA
1580,441,Sub-Category,1016,40,UpGrad,84.28893911186606,NA > NA > NA > NA
636,479,Sub-Category,1016,32,UpGrad,18.686521099880338,NA > NA > NA > NA > NA > NA
676,479,Sub-Category,1016,24,Coursera,70.27276959270239,NA > NA > NA > NA > NA > NA
875,479,Sub-Category,1016,19,UpGrad,82.47204259969294,NA > NA > NA > NA > NA > NA
1201,479,Sub-Category,1016,37,UpGrad,39.21667311806232,NA > NA > NA > NA > NA > NA
1341,480,Sub-Category,1016,18,UpGrad,60.906534478999674,NA > NA > NA > NA
1376,480,Sub-Category,1016,31,edX,20.30811938457191,NA > NA > NA > NA
1474,480,Sub-Category,1016,36,UpGrad,29.874271643348038,NA > NA > NA > NA
69,485,Sub-Category,1016,30,UpGrad,59.576717182062566,NA > NA > NA > NA
1007,485,Sub-Category,1016,28,UpGrad,88.75396717339754,NA > NA > NA > NA
1142,485,Sub-Category,1016,32,UpGrad,40.02510830760002,NA > NA > NA > NA
726,488,Sub-Category,1016,36,Coursera,69.51199367176741,NA > NA > NA > NA
840,488,Sub-Category,1016,32,edX,97.43708895985037,NA > NA > NA > NA
422,489,Sub-Category,1016,31,Coursera,45.26600050739944,NA > NA > NA > NA
756,489,Sub-Category,1016,18,Coursera,10.320477839559317,NA > NA > NA > NA
1484,489,Sub-Category,1016,26,edX,24.524790258146822,NA > NA > NA > NA
1557,489,Sub-Category,1016,29,Coursera,28.870352962985635,NA > NA > NA > NA
48,500,Sub-Category,1016,31,Coursera,32.96539834700525,NA > NA > NA
342,500,Sub-Category,1016,31,Coursera,81.66300116572529,NA > NA > NA
565,500,Sub-Category,1016,30,UpGrad,82.2674822062254,NA > NA > NA
1012,500,Sub-Category,1016,20,UpGrad,62.07812074571848,NA > NA > NA
1244,500,Sub-Category,1016,31,edX,53.24920250568539,NA > NA > NA
498,506,Sub-Category,1016,27,UpGrad,99.64894508011639,NA > NA > NA
658,506,Sub-Category,1016,28,Coursera,79.74970345385373,NA > NA > NA
900,506,Sub-Category,1016,24,Coursera,3.9135077269747853,NA > NA > NA
953,506,Sub-Category,1016,26,Coursera,92.14399827178568,NA > NA > NA
98,513,Sub-Category,1016,34,Coursera,32.094644219614565,NA > NA > NA
778,513,Sub-Category,1016,27,UpGrad,9.15461282711476,NA > NA > NA
1350,513,Sub-Category,1016,39,UpGrad,80.06698442623019,NA > NA > NA
1391,513,Sub-Category,1016,19,Coursera,32.46541153639555,NA > NA > NA
122,520,Sub-Category,1016,18,UpGrad,25.50315686967224,NA > NA > NA > NA > NA
470,520,Sub-Category,1016,19,UpGrad,0.4110762383788824,NA > NA > NA > NA > NA
479,520,Sub-Category,1016,35,UpGrad,95.21884759888053,NA > NA > NA > NA > NA
627,520,Sub-Category,1016,35,edX,84.50813761446625,NA > NA > NA > NA > NA
665,520,Sub-Category,1016,23,Coursera,86.22188752051443,NA > NA > NA > NA > NA
786,520,Sub-Category,1016,39,UpGrad,63.247625436633825,NA > NA > NA > NA > NA
873,520,Sub-Category,1016,40,UpGrad,14.758836338296533,NA > NA > NA > NA > NA
1054,520,Sub-Category,1016,40,Coursera,44.69766824040562,NA > NA > NA > NA > NA
1254,520,Sub-Category,1016,27,edX,87.84604275133461,NA > NA > NA > NA > NA
1603,520,Sub-Category,1016,38,edX,17.56747376639396,NA > NA > NA > NA > NA
1365,538,Sub-Category,1016,18,edX,39.43003606982529,NA > NA > NA > NA
39,540,Sub-Category,1016,37,UpGrad,57.75148516986519,NA > NA > NA
121,540,Sub-Category,1016,31,Coursera,69.62640460114926,NA > NA > NA
157,540,Sub-Category,1016,20,Coursera,26.833429792895913,NA > NA > NA
183,540,Sub-Category,1016,27,UpGrad,5.418508849106729,NA > NA > NA
325,540,Sub-Category,1016,26,Coursera,85.13398675713688,NA > NA > NA
745,540,Sub-Category,1016,35,edX,53.60718921292573,NA > NA > NA
1028,540,Sub-Category,1016,29,Coursera,59.244920616038144,NA > NA > NA
1178,540,Sub-Category,1016,30,UpGrad,87.79024267569184,NA > NA > NA
1292,540,Sub-Category,1016,33,edX,26.46380881778896,NA > NA > NA
1368,540,Sub-Category,1016,21,Coursera,89.59645475260913,NA > NA > NA
1515,540,Sub-Category,1016,36,UpGrad,22.670891415327787,NA > NA > NA
1534,540,Sub-Category,1016,25,edX,73.9427732070908,NA > NA > NA
1140,542,Sub-Category,1016,29,UpGrad,69.75288055837154,NA > NA > NA
1146,542,Sub-Category,1016,24,UpGrad,6.814025063067675,NA > NA > NA
1641,542,Sub-Category,1016,28,Coursera,0.02455776557326317,NA > NA > NA
27,557,Sub-Category,1016,30,Coursera,20.240712794475257,NA > NA > NA > NA
247,557,Sub-Category,1016,29,Coursera,23.60464164521545,NA > NA > NA > NA
1032,557,Sub-Category,1016,31,UpGrad,71.88552094157785,NA > NA > NA > NA
144,561,Sub-Category,1016,28,edX,64.13210392929614,NA > NA > NA
222,561,Sub-Category,1016,33,UpGrad,31.08053281903267,NA > NA > NA
411,561,Sub-Category,1016,34,UpGrad,73.79239287693053,NA > NA > NA
452,561,Sub-Category,1016,24,UpGrad,8.439204934984446,NA > NA > NA
694,561,Sub-Category,1016,35,edX,7.115679630078375,NA > NA > NA
707,561,Sub-Category,1016,40,edX,25.777937821112573,NA > NA > NA
1163,561,Sub-Category,1016,33,edX,83.532944181934,NA > NA > NA
1483,561,Sub-Category,1016,19,edX,39.62058674078435,NA > NA > NA
129,568,Sub-Category,1016,19,edX,49.228484742343426,NA > NA > NA > NA
180,568,Sub-Category,1016,27,Coursera,3.792573558166623,NA > NA > NA > NA
633,568,Sub-Category,1016,29,edX,43.954966915771365,NA > NA > NA > NA
940,568,Sub-Category,1016,37,UpGrad,69.12425255868584,NA > NA > NA > NA
1681,568,Sub-Category,1016,25,UpGrad,73.12819596845657,NA > NA > NA > NA
465,571,Sub-Category,1016,25,UpGrad,61.675504175946116,NA > NA > NA > NA
614,571,Sub-Category,1016,40,edX,30.447432515211403,NA > NA > NA > NA
1033,571,Sub-Category,1016,25,UpGrad,8.838853985071182,NA > NA > NA > NA
616,573,Sub-Category,1016,33,edX,90.36128793377429,NA > NA > NA > NA > NA
1091,573,Sub-Category,1016,21,Coursera,1.877005398273468,NA > NA > NA > NA > NA
781,580,Sub-Category,1016,36,edX,97.41389856208116,NA > NA > NA > NA
876,580,Sub-Category,1016,29,UpGrad,48.84334665257484,NA > NA > NA > NA
1073,580,Sub-Category,1016,37,edX,32.822504453361034,NA > NA > NA > NA
1179,580,Sub-Category,1016,21,UpGrad,68.69410236831754,NA > NA > NA > NA
1205,580,Sub-Category,1016,19,edX,13.396697724238038,NA > NA > NA > NA
1207,580,Sub-Category,1016,36,UpGrad,77.97473343089223,NA > NA > NA > NA
1498,580,Sub-Category,1016,26,Coursera,74.87979610450566,NA > NA > NA > NA
1503,580,Sub-Category,1016,40,edX,95.72757270652801,NA > NA > NA > NA
1185,583,Sub-Category,1016,36,UpGrad,23.153679119423032,NA > NA > NA
16,585,Sub-Category,1016,21,edX,58.72542050201446,NA > NA > NA > NA > NA
139,585,Sub-Category,1016,38,UpGrad,52.332018432207406,NA > NA > NA > NA > NA
210,585,Sub-Category,1016,23,Coursera,95.72124744299799,NA > NA > NA > NA > NA
1371,585,Sub-Category,1016,23,edX,33.64110351540148,NA > NA > NA > NA > NA
189,586,Sub-Category,1016,24,edX,19.545553857460618,NA > NA > NA > NA
660,586,Sub-Category,1016,31,Coursera,97.04354589339346,NA > NA > NA > NA
60,587,Sub-Category,1016,37,UpGrad,8.271304937079549,NA > NA > NA
629,587,Sub-Category,1016,32,UpGrad,97.87094828207046,NA > NA > NA
769,587,Sub-Category,1016,22,Coursera,51.04170294944197,NA > NA > NA
851,587,Sub-Category,1016,24,edX,34.32738212868571,NA > NA > NA
1161,587,Sub-Category,1016,25,edX,37.340885074809194,NA > NA > NA
1255,587,Sub-Category,1016,33,UpGrad,35.31181199941784,NA > NA > NA
1362,587,Sub-Category,1016,35,Coursera,79.02862832415849,NA > NA > NA
1504,587,Sub-Category,1016,26,UpGrad,10.833024233579636,NA > NA > NA
1569,587,Sub-Category,1016,18,edX,0.5874345311895013,NA > NA > NA
1680,587,Sub-Category,1016,26,Coursera,9.087042463943362,NA > NA > NA
77,590,Sub-Category,1016,28,Coursera,81.13151516299695,NA > NA > NA > NA
582,590,Sub-Category,1016,18,Coursera,62.13563254568726,NA > NA > NA > NA
632,590,Sub-Category,1016,35,Coursera,39.689025725238025,NA > NA > NA > NA
1309,590,Sub-Category,1016,26,edX,6.997714983299375,NA > NA > NA > NA
162,593,Sub-Category,1016,38,UpGrad,58.419867837801576,NA > NA > NA
225,593,Sub-Category,1016,36,Coursera,85.83909748122096,NA > NA > NA
446,593,Sub-Category,1016,31,UpGrad,34.96424211189151,NA > NA > NA
523,593,Sub-Category,1016,40,edX,44.51836927328259,NA > NA > NA
732,593,Sub-Category,1016,33,edX,78.11663935426623,NA > NA > NA
1127,593,Sub-Category,1016,22,UpGrad,61.074065044522285,NA > NA > NA
1247,593,Sub-Category,1016,20,Coursera,64.31128822732717,NA > NA > NA
1360,593,Sub-Category,1016,33,Coursera,62.260148115456104,NA > NA > NA
1404,593,Sub-Category,1016,32,Coursera,0.7654581917449832,NA > NA > NA
1429,593,Sub-Category,1016,38,edX,14.951425977051258,NA > NA > NA
1607,593,Sub-Category,1016,32,edX,23.609316698275506,NA > NA > NA
1690,593,Sub-Category,1016,18,Coursera,51.99548613745719,NA > NA > NA
686,594,Sub-Category,1016,37,edX,12.840842478908598,NA > NA > NA > NA
960,594,Sub-Category,1016,24,edX,4.508451046422124,NA > NA > NA > NA
1083,594,Sub-Category,1016,40,UpGrad,29.07307029236108,NA > NA > NA > NA
1493,594,Sub-Category,1016,38,Coursera,31.94382202345878,NA > NA > NA > NA
227,602,Sub-Category,1016,26,edX,81.74433303065598,NA > NA > NA
794,602,Sub-Category,1016,31,UpGrad,73.42541408725083,NA > NA > NA
1133,602,Sub-Category,1016,32,edX,29.803598579019308,NA > NA > NA
1533,602,Sub-Category,1016,24,Coursera,67.14130251202732,NA > NA > NA
0,605,Sub-Category,1016,32,UpGrad,78.78982983529568,
160,605,Sub-Category,1016,38,Coursera,69.34967215638608,NA > NA > NA
316,605,Sub-Category,1016,24,edX,78.31257011275738,NA > NA > NA
567,605,Sub-Category,1016,27,UpGrad,18.95395063329488,NA > NA > NA
710,605,Sub-Category,1016,26,edX,97.492705588229,NA > NA > NA
927,605,Sub-Category,1016,28,edX,94.34718305710703,NA > NA > NA
1017,605,Sub-Category,1016,18,UpGrad,30.717784841544926,NA > NA > NA
1280,605,Sub-Category,1016,19,edX,7.534988154657185,NA > NA > NA
1472,605,Sub-Category,1016,24,edX,16.796359652653337,NA > NA > NA
1628,605,Sub-Category,1016,36,UpGrad,62.48945677652955,NA > NA > NA
334,609,Sub-Category,1016,28,UpGrad,57.64053675811738,NA > NA > NA > NA
448,609,Sub-Category,1016,37,Coursera,78.83703652769327,NA > NA > NA > NA
787,609,Sub-Category,1016,30,Coursera,60.62784476671368,NA > NA > NA > NA
1137,609,Sub-Category,1016,30,edX,78.82831171154976,NA > NA > NA > NA
1379,609,Sub-Category,1016,18,edX,41.514558042399585,NA > NA > NA > NA
1451,609,Sub-Category,1016,36,edX,89.86809190828353,NA > NA > NA > NA
72,620,Sub-Category,1016,31,UpGrad,45.857258583419025,NA > NA > NA > NA > NA
774,620,Sub-Category,1016,38,edX,57.71453892812133,NA > NA > NA > NA > NA
807,620,Sub-Category,1016,25,edX,89.00734079070389,NA > NA > NA > NA > NA
1509,620,Sub-Category,1016,27,Coursera,60.51137209869921,NA > NA > NA > NA > NA
718,622,Sub-Category,1016,30,Coursera,80.26606007479131,NA > NA > NA > NA
1087,622,Sub-Category,1016,33,UpGrad,72.7649332722649,NA > NA > NA > NA
1640,622,Sub-Category,1016,19,edX,75.50907123368233,NA > NA > NA > NA
529,623,Sub-Category,1016,25,Coursera,65.89142316952348,NA > NA > NA > NA
816,623,Sub-Category,1016,23,UpGrad,84.18057295493782,NA > NA > NA > NA
1237,623,Sub-Category,1016,21,UpGrad,68.83504304569215,NA > NA > NA > NA
1697,623,Sub-Category,1016,21,Coursera,77.4902090895921,NA > NA > NA > NA
103,630,Sub-Category,1016,32,Coursera,79.3154068524018,NA > NA > NA
233,630,Sub-Category,1016,29,edX,91.19001834187657,NA > NA > NA
752,630,Sub-Category,1016,34,edX,0.5608035251498222,NA > NA > NA
1112,630,Sub-Category,1016,26,edX,41.46950365975499,NA > NA > NA
1217,630,Sub-Category,1016,27,Coursera,38.29019111581147,NA > NA > NA
1662,630,Sub-Category,1016,20,UpGrad,64.46530621033162,NA > NA > NA
23,640,Sub-Category,1016,23,UpGrad,94.22091662418097,NA > NA > NA > NA
154,640,Sub-Category,1016,39,UpGrad,10.997471888549626,NA > NA > NA > NA
236,647,Sub-Category,1016,36,Coursera,74.81621988117695,NA > NA > NA > NA
490,647,Sub-Category,1016,22,Coursera,31.344510708004236,NA > NA > NA > NA
1090,648,Sub-Category,1016,29,Coursera,74.64175564236939,NA > NA > NA > NA > NA
92,653,Sub-Category,1016,32,Coursera,96.59784631803632,NA > NA
312,653,Sub-Category,1016,37,UpGrad,9.675471670925617,NA > NA
337,653,Sub-Category,1016,29,UpGrad,49.164578318595886,NA > NA
351,653,Sub-Category,1016,35,UpGrad,63.28811529092491,NA > NA
768,653,Sub-Category,1016,31,edX,91.85336320661008,NA > NA
945,653,Sub-Category,1016,32,Coursera,4.748215223662555,NA > NA
998,653,Sub-Category,1016,28,Coursera,3.832126595079899,NA > NA
1110,653,Sub-Category,1016,30,edX,1.6507958061993122,NA > NA
1202,653,Sub-Category,1016,31,Coursera,16.365415789186954,NA > NA
1596,653,Sub-Category,1016,18,Coursera,76.6865266719833,NA > NA
372,654,Sub-Category,1016,40,edX,33.022126532159746,NA > NA > NA > NA > NA
408,654,Sub-Category,1016,21,UpGrad,27.514661522582173,NA > NA > NA > NA > NA
521,654,Sub-Category,1016,38,edX,78.81026684772223,NA > NA > NA > NA > NA
837,654,Sub-Category,1016,25,edX,68.6928192852065,NA > NA > NA > NA > NA
1005,657,Sub-Category,1016,28,Coursera,37.76572532951832,NA > NA > NA > NA
1463,657,Sub-Category,1016,36,edX,81.9789580302313,NA > NA > NA > NA
1631,657,Sub-Category,1016,40,Coursera,26.99241368100047,NA > NA > NA > NA
308,658,Sub-Category,1016,23,UpGrad,23.895227978937328,NA > NA > NA > NA
673,659,Sub-Category,1016,18,UpGrad,73.12629416119307,NA > NA
399,663,Sub-Category,1016,37,Coursera,75.11100489646196,NA > NA > NA
1630,663,Sub-Category,1016,39,edX,26.205302658490837,NA > NA > NA
255,664,Sub-Category,1016,33,UpGrad,35.02987087704241,NA > NA > NA
495,664,Sub-Category,1016,19,Coursera,14.619113062508404,NA > NA > NA
1092,664,Sub-Category,1016,34,Coursera,62.33666699845344,NA > NA > NA
1357,664,Sub-Category,1016,38,Coursera,14.417399256490171,NA > NA > NA
1377,664,Sub-Category,1016,25,Coursera,2.873251773416996,NA > NA > NA
211,666,Sub-Category,1016,39,Coursera,85.64051717985421,NA > NA > NA > NA
415,666,Sub-Category,1016,37,edX,32.16243181377649,NA > NA > NA > NA
468,666,Sub-Category,1016,37,UpGrad,43.07162764016539,NA > NA > NA > NA
965,666,Sub-Category,1016,35,UpGrad,95.81431476399302,NA > NA > NA > NA
1608,666,Sub-Category,1016,21,edX,92.166189965792,NA > NA > NA > NA
750,673,Sub-Category,1016,31,edX,94.29040118120611,NA > NA > NA
502,675,Sub-Category,1016,26,edX,59.144360828213394,NA > NA > NA > NA
313,679,Sub-Category,1016,38,Coursera,56.4755282131955,NA > NA
491,679,Sub-Category,1016,31,UpGrad,30.38735156878829,NA > NA
630,679,Sub-Category,1016,22,Coursera,16.54495638795197,NA > NA
869,679,Sub-Category,1016,18,edX,9.593757754191756,NA > NA
901,679,Sub-Category,1016,26,Coursera,28.83178540505469,NA > NA
1139,679,Sub-Category,1016,30,UpGrad,28.14002821687609,NA > NA
1424,679,Sub-Category,1016,33,UpGrad,43.60984640661627,NA > NA
1544,679,Sub-Category,1016,21,Coursera,27.450408320873976,NA > NA
574,696,Sub-Category,1016,36,edX,37.64982116408646,NA > NA > NA > NA
649,696,Sub-Category,1016,25,edX,40.46536162495613,NA > NA > NA > NA
